sentence	label
from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting 	1
it 's trying to set the women 's liberation movement back 20 years 	0
stylish film 	1
convincingly paints a specifically urban sense of disassociation here . 	1
an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place 	0
cast adrift in various new york city locations with no unifying rhythm or visual style 	0
world traveler might not go anywhere new , or arrive anyplace special , but it 's certainly an honest attempt to get at something . 	1
a completely honest , open-hearted film 	1
funny in a sick , twisted sort of way . 	1
a well paced and satisfying little drama 	1
the movie 's contrived , lame screenplay and listless direction 	0
it is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound . 	0
pleasantly and predictably 	1
entirely memorable 	1
give a spark to `` chasing amy '' and `` changing lanes '' falls flat as thinking man cia agent jack ryan in this summer 's new action film , 	0
to south seas islanders 	1
makes sense , with its unbelievable naïveté and arbitrary flashbacks . 	0
visual delight 	1
director lee has a true cinematic knack 	1
should be required viewing for civics classes and would-be public servants alike . 	1
odd , haphazard , and inconsequential romantic 	0
's betting her third feature will be something to behold 	1
find it baffling 	0
a mediocre one 	0
and flat-out farce 	0
the movie winds up feeling like a great missed opportunity . 	0
her subject matter 	1
gorgeously elaborate continuation 	1
look like cheap hysterics 	0
if this is cinema 	0
of character portrait , romantic comedy and beat-the-clock thriller 	1
anemic , pretentious . 	0
harmed 	0
of the solomonic decision facing jewish parents in those turbulent times 	1
that i 'll never listen to marvin gaye or the supremes the same way again 	1
into a strangely tempting bouquet of a movie 	1
point the way for adventurous indian filmmakers toward a crossover into nonethnic markets 	1
works so well for the first 89 minutes , but 	0
an aimless hodgepodge 	0
altogether darker side 	0
dogs 	1
with the right actors and with the kind of visual flair that shows what great cinema can really do 	1
terrifically entertaining specimen 	1
a dearth of vitality 	0
built on the premise that middle-class arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids . 	0
a loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target . 	0
wafer-thin 	0
of dark humor , gorgeous exterior photography , and a stable-full of solid performances 	1
bigelow offers some flashy twists and turns that occasionally fortify this turgid fable . 	1
equal doses of action , cheese , ham and cheek 	1
when it 's not wallowing in hormonal melodrama 	0
get for a buck or so in that greasy little vidgame pit in the theater lobby 	0
of war-torn croatia 	0
... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is . 	1
may be lovely 	1
with but they 're simply not funny performers 	0
can easily worm its way into your heart . ' 	1
conflict 	0
wartime 	0
although commentary on nachtwey is provided ... it 's the image that really tells the tale . 	1
a sloppy , amusing comedy that proceeds from a stunningly unoriginal premise . 	1
if cinema had been around to capture the chaos of france in the 1790 's , one imagines the result would look like something like this . 	1
well-made entertainment 	1
does n't completely survive its tonal transformation from dark comedy to suspense thriller 	0
it 's not just the vampires that are damned in queen of the damned -- the viewers will feel they suffer the same fate 	0
the ensemble cast turns in a collectively stellar performance 	1
a crisp psychological drama 	1
for all the wrong reasons besides . 	0
they find new routes through a familiar neighborhood 	1
racism and homophobia 	0
is that her confidence in her material is merited 	1
is visually smart 	1
rather special 	1
may prove to be ( tsai 's ) masterpiece 	1
viewing for civics classes and would-be public servants alike 	1
is too picture postcard perfect , too neat and new pin-like , too obviously a recreation to resonate 	0
hollow , self-indulgent 	0
elvira fans could hardly ask for more . 	1
the sally jesse raphael atmosphere of films like philadelphia and american beauty 	1
unless bob crane is someone of particular interest to you , this film 's impressive performances and adept direction are n't likely to leave a lasting impression . 	0
hell is ) looking down at your watch and realizing serving sara is n't even halfway through . 	0
blade 2 is definitely a cut above the rest . 	1
a treat 	1
director elie chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ? 	0
formulaic and stilted 	0
, thoughtful , unapologetically raw 	1
rifkin no doubt fancies himself something of a hubert selby jr. , but there is n't an ounce of honest poetry in his entire script 	0
artificial and soulless 	0
high humidity 	0
awry 	0
stinks from start 	0
into feel-good territory 	1
rekindles 	1
slowed down by a stroke 	0
jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , 	0
that make williams sink into melancholia 	0
makes an unusual but pleasantly haunting debut behind the camera . 	1
is n't nearly as funny 	0
is loopy and ludicrous ... that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened 	0
makes the silly spy vs. spy film the sum of all fears , starring ben affleck , seem downright hitchcockian 	0
oddly humorous 	1
engaging mystery 	1
happiness 	1
this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton 's ever-watchful gaze -- and it 's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one 	1
modus 	1
relaxed in its perfect quiet pace and 	1
amusing , 	1
gets around to its real emotional business 	1
the reason to go see `` blue crush '' is the phenomenal , water-born cinematography by david hennings 	1
a supremely kittenish performance that gradually accumulates more layers 	1
its pretensions 	0
it 's just as wonderful on the big screen . 	1
utter mush ... conceited pap 	0
bland 	0
so it 's not a brilliant piece of filmmaking , but it is a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a playful spirit and a game cast 	1
intriguing 	1
spiritual film taps into the meaning and consolation in afterlife communications 	1
tadpole may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother . 	1
sweet-tempered 	1
seems a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little . 	0
